codigo_aeronave,codigo_ocorrencia,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,orig_latitude,orig_longitude,dest_latitude,dest_longitude
19414,53194,PRFBJ,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,2006.0,BRASIL,TPP,PARTICULAR,SBPL,SWBE,DESCIDA,PRIVADA,SUBSTANCIAL,,2016-07-30,-9.36148845,-40.57031761357052,-4.04280065,-40.89375602581562
19482,51021,PRFIB,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,2010.0,BRASIL,TPP,PARTICULAR,SSOE,SSST,CRUZEIRO,PRIVADA,NENHUM,,2016-07-30,-26.78154065,-53.50350979283778,-29.21563845,-54.84060057668495
19503,53114,PRFLF,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542.0,4.0,2003.0,BRASIL,TPP,PARTICULAR,SDEN,SBPF,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-27.1663698,-48.6215934,-28.2435244,-52.32669864043906
19542,51010,PRFPL,1652,HELICÓPTERO,EUROCOPTER FRANCE,EC 120 B,TURBOEIXO,1.0,1715.0,5.0,2002.0,BRASIL,ADF,ADMINISTRAÇÃO DIRETA,SBBR,SWUZ,APROXIMAÇÃO FINAL,POLICIAL,SUBSTANCIAL,,2016-07-30,-15.87174755,-47.91172169662855,-16.258876,-47.9682509
19636,52295,PRGEB,3992,AVIÃO,RAYTHEON AIRCRAFT,B300,TURBOÉLICE,2.0,6804.0,11.0,2006.0,BRASIL,TPP,PARTICULAR,SWPI,SBEG,CORRIDA APÓS POUSO,PRIVADA,LEVE,,2016-07-30,,,-3.03553825,-60.04575303314657
19729,52293,PRGPG,3984,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724.0,6.0,1976.0,BRASIL,TPX,TÁXI AÉREO,SWPD,SJNF,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,,2016-07-30,35.0790328,-106.5934707,,
19878,52987,PRHCM,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134.0,4.0,2006.0,BRASIL,TPP,PARTICULAR,SBRP,SDAA,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-21.13330235,-47.77468310119474,,
20235,52554,PRJGV,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2494.0,6.0,1999.0,BRASIL,TPP,PARTICULAR,SBCY,SWPY,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.651851449999999,-56.11979295012485,-15.562828549999999,-54.32992724718632
20452,52941,PRLAX,3992,AVIÃO,PIPER AIRCRAFT,PA-46-500TP,TURBOÉLICE,1.0,2310.0,6.0,2012.0,BRASIL,TPP,PARTICULAR,SNXR,SNMD,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
20547,53222,PRLIT,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724.0,6.0,1976.0,BRASIL,TPP,PARTICULAR,SNFX,SDOW,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,,2016-07-30,-6.64104735,-51.952638481072114,,
20576,52988,PRLMB,2533,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,759.0,2.0,1981.0,BRASIL,PRI,INSTRUÇÃO,SBJV,SBJV,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-26.2249688,-48.79862231685878,-26.2249688,-48.79862231685878
20581,50972,PRLMN,3140,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449.0,6.0,1975.0,BRASIL,TPX,TÁXI AÉREO,SBIH,SBEK,DESCIDA,TÁXI AÉREO,DESTRUÍDA,5.0,2016-07-30,34.275445399999995,9.903812745204155,,
20928,52635,PRNAR,5582,AVIÃO,CESSNA AIRCRAFT,172N,PISTÃO,1.0,1043.0,0.0,1977.0,BRASIL,PRI,INSTRUÇÃO,SBPR,SBPR,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-19.90912355,-43.98920499954244,-19.90912355,-43.98920499954244
21091,53567,PROHD,3897,HELICÓPTERO,AGUSTA,AW139,TURBOEIXO,2.0,6800.0,17.0,2013.0,BRASIL,TPX,TÁXI AÉREO,SBJR,SBJR,ESTACIONAMENTO,TÁXI AÉREO,LEVE,,2016-07-30,-22.98641695,-43.371449464398225,-22.98641695,-43.371449464398225
21138,52992,PROMY,3897,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,2.0,5307.0,14.0,2007.0,BRASIL,TPX,TÁXI AÉREO,9PMM,SBSV,TÁXI,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,,,-12.91102045,-38.3349721784498
21222,53375,PRPAZ,3992,ANFÍBIO,CESSNA AIRCRAFT,208 ANFIBIO,TURBOÉLICE,1.0,3792.0,10.0,2004.0,BRASIL,TPP,PARTICULAR,SBEG,SBEG,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-3.03553825,-60.04575303314657,-3.03553825,-60.04575303314657
21272,52637,PRPEX,3992,AVIÃO,CESSNA AIRCRAFT,182A,PISTÃO,1.0,1202.0,0.0,1957.0,BRASIL,TPP,PARTICULAR,SDOI,SDOI,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
21290,52936,PRPIC,3992,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629.0,1.0,2012.0,BRASIL,TPP,PARTICULAR,SWXY,SJHQ,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,,,,
21334,53262,PRPOL,5982,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250.0,6.0,2012.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,SBMO,SBMO,ARREMETIDA NO AR,POLICIAL,SUBSTANCIAL,,2016-07-30,-9.51084465,-35.7925282592017,-9.51084465,-35.7925282592017
21438,52979,PRRCZ,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724.0,6.0,1974.0,BRASIL,TPP,PARTICULAR,SSNB,SBCG,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-20.471576849999998,-54.68224625125994
21494,50974,PRRIU,3992,AVIÃO,CESSNA AIRCRAFT,182T,PISTÃO,1.0,1406.0,0.0,2006.0,BRASIL,TPP,PARTICULAR,SSKG,SIAO,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,,2016-07-30,-20.50501865,-54.52355148398721,7.273531,125.3870969
21508,53256,PRRLD,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1633.0,5.0,2013.0,BRASIL,TPP,PARTICULAR,SSKM,SSKM,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-24.009449,-52.35696610253834,-24.009449,-52.35696610253834
21558,52694,PRRQL,5679,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757.0,2.0,1979.0,BRASIL,PRI,INSTRUÇÃO,SBBP,SBBP,DECOLAGEM,INSTRUÇÃO,NENHUM,,2016-07-30,52.161599,4.4966571,52.161599,4.4966571
21571,53564,PRRSA,3992,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629.0,1.0,2009.0,BRASIL,TPP,PARTICULAR,SNBS,SNBS,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,1.0,2016-07-30,48.89213795,2.259248620596826,48.89213795,2.259248620596826
21755,53485,PRSOR,3992,AVIÃO,AEROMOT,AMT-200SO,PISTÃO,1.0,1050.0,2.0,2007.0,BRASIL,SAE-AL,ESPECIALIZADA,SDKB,SDKB,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,-25.43820325,-49.240644,-25.43820325,-49.240644
21799,53332,PRSTJ,3992,AVIÃO,ISRAEL AIRCRAFT,1124A,JATO,2.0,10660.0,8.0,1980.0,BRASIL,TPP,PARTICULAR,SBRF,SBKP,TÁXI,PRIVADA,SUBSTANCIAL,,2016-07-30,-8.1256775,-34.92271835508188,-23.00605625,-47.1418432690333
21850,51567,PRTBE,2676,AVIÃO,PIPER AIRCRAFT,PA-36-375,PISTÃO,1.0,2177.0,1.0,1981.0,BRASIL,SAE-AG,AGRÍCOLA,SSOC,SDYJ,POUSO,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,,,25.7011117,58.7086542
21855,53468,PRTCC,3992,AVIÃO,CESSNA AIRCRAFT,T210N,PISTÃO,1.0,1814.0,6.0,1980.0,BRASIL,TPP,PARTICULAR,SDAD,SDAD,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,34.384789,45.290174,34.384789,45.290174
21895,53263,PRTFT,3992,AVIÃO,PIPER AIRCRAFT,PA-34-200T,TURBOÉLICE,0.0,2073.0,6.0,1978.0,BRASIL,TPP,PARTICULAR,SWWU,SWNV,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-16.626151200000002,-49.34685663335068
21927,60645,PRTJE,114,AVIÃO,LAVIASA,PA-25-260,PISTÃO,1.0,1315.0,1.0,2012.0,BRASIL,SAE-AG,AGRÍCOLA,SDVS,SDVS,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,,,,
21981,52279,PRTOT,3992,AVIÃO,CESSNA AIRCRAFT,172R,PISTÃO,1.0,1111.0,4.0,1997.0,BRASIL,TPP,PARTICULAR,SBCY,SDVI,ARREMETIDA NO AR,PRIVADA,DESTRUÍDA,2.0,2016-07-30,-15.651851449999999,-56.11979295012485,,
22146,53552,PRVDA,1378,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,1.0,1968.0,6.0,2007.0,BRASIL,TPX,TÁXI AÉREO,SWFN,SBTF,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,,2016-07-30,-3.0728082,-60.021215104009556,-3.3824045,-64.72460759140549
22453,52654,PRYKS,3992,AVIÃO,CESSNA AIRCRAFT,182K,PISTÃO,1.0,1270.0,5.0,1967.0,BRASIL,TPP,PARTICULAR,SIFC,SIFC,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-7.8445132,-34.892991519666765,-7.8445132,-34.892991519666765
22471,53233,PRYZW,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,1999.0,BRASIL,TPP,PARTICULAR,SBPN,SBPJ,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-10.2918921,-48.3591818921385
22835,52696,PTAEW,3992,AVIÃO,CESSNA AIRCRAFT,170A,PISTÃO,1.0,998.0,4.0,1950.0,BRASIL,TPP,PARTICULAR,SDTB,SBBP,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.1283131,-46.5746844,52.161599,4.4966571
22851,51412,PTAGS,121,AVIÃO,CESSNA AIRCRAFT,140A,PISTÃO,1.0,680.0,2.0,1951.0,BRASIL,PRI,INSTRUÇÃO,SSKS,SSKS,MANOBRA,INSTRUÇÃO,DESTRUÍDA,2.0,2016-07-30,-30.0029775,-52.938157000275964,-30.0029775,-52.938157000275964
23069,53268,PTBDY,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,1986.0,BRASIL,TPP,PARTICULAR,SBPR,SNVC,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-19.90912355,-43.98920499954244,-20.7465531,-42.840199827585536
23105,52937,PTBHF,3992,AVIÃO,CESSNA AIRCRAFT,172A,PISTÃO,1.0,998.0,4.0,1960.0,BRASIL,TPP,PARTICULAR,SWRD,SWPY,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,,2016-07-30,31.9373579,35.2008652,-15.562828549999999,-54.32992724718632
23177,52816,PTBOW,5465,AVIÃO,PIPER AIRCRAFT,PA-25-260,PISTÃO,1.0,1315.0,1.0,1970.0,BRASIL,SAE-AG,AGRÍCOLA,SJAS,SWXQ,ESPECIALIZADA,AGRÍCOLA,NENHUM,,2016-07-30,36.2402834,48.5530842,-21.66259085,-49.73213046125255
23723,52273,PTDQG,3992,AVIÃO,CESSNA AIRCRAFT,182N,PISTÃO,1.0,1338.0,4.0,1970.0,BRASIL,TPP,PARTICULAR,SNFF,SNFF,SUBIDA,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
23806,53360,PTDYL,5033,AVIÃO,BRITTEN-NORMAN,BN-2A-7,PISTÃO,2.0,2857.0,10.0,1973.0,BRASIL,TPX,TÁXI AÉREO,SBTE,SBFZ,DESCIDA,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-5.0598744,-42.823510202633514,14.82032195,120.28210751866635
23930,53266,PTENM,3611,AVIÃO,EMBRAER,EMB-820C CARAJA,TURBOÉLICE,2.0,3629.0,10.0,1990.0,BRASIL,TPX,TÁXI AÉREO,SSEX,SBCG,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-19.9662463,-56.3099598,-20.471576849999998,-54.68224625125994
24026,53568,PTEZQ,6030,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,6.0,1979.0,BRASIL,TPX,TÁXI AÉREO,SWBR,SWFN,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,,2016-07-30,31.712078,35.206313,-3.0728082,-60.021215104009556
24027,51533,PTEZW,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,7.0,1979.0,BRASIL,TPP,PARTICULAR,SDAA,SBBP,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,52.161599,4.4966571
24360,52818,PTGTC,117,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800.0,1.0,1979.0,BRASIL,SAE-AG,AGRÍCOLA,SNUP,SNHS,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,9.479317649999999,76.72608359242321,36.0129366,43.4859042
24553,52873,PTHNC,2462,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950.0,6.0,1989.0,BRASIL,M14,MÚLTIPLA,SDIX,SDHV,CRUZEIRO,,SUBSTANCIAL,5.0,2016-07-30,,,-23.60043405,-46.715223839090015
24761,50973,PTIHS,3992,AVIÃO,BEECH AIRCRAFT,95-B55,PISTÃO,2.0,2268.0,6.0,1972.0,BRASIL,TPP,PARTICULAR,SBMG,SSOG,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.4761138,-52.014684538049366,-23.35378915,-51.491387491949524
24963,53115,PTIXS,3984,AVIÃO,CESSNA AIRCRAFT,U206F,PISTÃO,1.0,1633.0,6.0,1973.0,BRASIL,TPX,TÁXI AÉREO,SJYR,SBBV,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,,,2.8467389,-60.69088998008712
25120,53106,PTJJM,181,AVIÃO,PIPER AIRCRAFT,PA-28-140,PISTÃO,1.0,975.0,2.0,1973.0,BRASIL,PRI,INSTRUÇÃO,SIXE,SIXE,MANOBRA,INSTRUÇÃO,NENHUM,,2016-07-30,-30.0517395,-51.44186643204198,-30.0517395,-51.44186643204198
25122,51443,PTJJR,3992,AVIÃO,SOCATA,ST-10,PISTÃO,1.0,1220.0,4.0,1972.0,BRASIL,TPP,PARTICULAR,SDCO,SDIM,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.4777055,-47.49014641930361,-24.16068285,-46.78931088580849
25241,52274,PTJRY,3992,AVIÃO,BEECH AIRCRAFT,F33A,PISTÃO,1.0,1383.0,6.0,1972.0,BRASIL,TPP,PARTICULAR,SBML,SIMK,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-22.1968134,-49.92775661232895,55.4094781,53.4197551
25629,53265,PTKVW,3984,AVIÃO,CESSNA AIRCRAFT,U206F,PISTÃO,1.0,1633.0,6.0,1975.0,BRASIL,TPX,TÁXI AÉREO,SJMK,SDMM,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,,,4.5599339,-60.7857698
25652,53200,PTKYM,6021,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587.0,2.0,1946.0,BRASIL,PRI,INSTRUÇÃO,SDJO,SDJO,TÁXI,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-20.59486175,-47.8386869512079,-20.59486175,-47.8386869512079
25818,52638,PTLNA,3992,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621.0,2.0,2008.0,BRASIL,TPP,PARTICULAR,SBPR,SNDV,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-19.90912355,-43.98920499954244,-20.18147045,-44.870044517354316
25833,52972,PTLOA,5702,AVIÃO,CESSNA AIRCRAFT,A188,PISTÃO,1.0,1497.0,1.0,1968.0,BRASIL,SAE-AG,AGRÍCOLA,SSAU,SSAU,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1.0,2016-07-30,53.20093355,50.108455903301035,53.20093355,50.108455903301035
25936,52289,PTLYG,3992,AVIÃO,BEECH AIRCRAFT,95-B55,PISTÃO,2.0,2268.0,6.0,1982.0,BRASIL,TPP,PARTICULAR,SSGP,SIQE,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,3.35917125,113.26524116519388,-15.9372737,-47.72883008917417
26007,51024,PTMDA,3992,AVIÃO,CESSNA AIRCRAFT,172RG,PISTÃO,1.0,1202.0,4.0,1979.0,BRASIL,TPP,PARTICULAR,SDRS,SDVL,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,53.95770265,-2.011446573671712,48.750617899999995,1.409635950000001
26337,53494,PTNNZ,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202.0,4.0,1977.0,BRASIL,TPP,PARTICULAR,SWNV,SWNV,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-16.626151200000002,-49.34685663335068,-16.626151200000002,-49.34685663335068
26432,53201,PTNUY,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711T,PISTÃO,1.0,1247.0,4.0,1980.0,BRASIL,TPP,PARTICULAR,SDVE,SDPN,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-22.2299753,-49.81809541110647,24.1529658,75.0378624
26454,53271,PTNXN,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315.0,4.0,1980.0,BRASIL,TPP,PARTICULAR,SSIJ,SSGO,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-28.368091550000003,-53.847301742167836,-19.428049950000002,-54.58847602269758
26581,51000,PTOIW,3992,AVIÃO,CESSNA AIRCRAFT,182Q,PISTÃO,1.0,1338.0,4.0,1980.0,BRASIL,TPP,PARTICULAR,SBBP,SBBP,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,52.161599,4.4966571,52.161599,4.4966571
26641,51032,PTONB,3992,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1724.0,6.0,1984.0,BRASIL,TPP,PARTICULAR,SBMS,SNUC,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-5.20144145,-37.36396336093813,47.2284169,-1.5807384
26684,53309,PTOPO,3992,AVIÃO,MAULE AIRCRAFT,MXT-7-180,PISTÃO,1.0,1134.0,4.0,1992.0,BRASIL,TPP,PARTICULAR,SILA,SILQ,CRUZEIRO,PRIVADA,NENHUM,,2016-07-30,12.11786,21.4458848,1.3017595,103.8586276
27042,53495,PTPRA,28,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757.0,2.0,1978.0,BRASIL,PRI,INSTRUÇÃO,SBCY,SBCY,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-15.651851449999999,-56.11979295012485,-15.651851449999999,-56.11979295012485
27142,53113,PTRFC,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,6.0,1980.0,BRASIL,TPP,PARTICULAR,SBFI,SBCG,DESCIDA,PRIVADA,NENHUM,,2016-07-30,-25.5930616,-54.49060873125,-20.471576849999998,-54.68224625125994
27362,52990,PTRYQ,4883,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155.0,6.0,1985.0,BRASIL,TPX,TÁXI AÉREO,SBBI,SBFL,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-25.4048327,-49.231650952179585,-27.670113450000002,-48.54468648648172
27619,51394,PTSNI,3992,AVIÃO,CESSNA AIRCRAFT,182Q,PISTÃO,1.0,1338.0,4.0,1977.0,BRASIL,TPP,PARTICULAR,SSFE,SSFE,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
27702,52695,PTSUN,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,1996.0,BRASIL,TPP,PARTICULAR,SNCT,SBBH,POUSO,PRIVADA,LEVE,,2016-07-30,49.7908642,6.0870001,-19.8491253,-43.9645521
28238,53435,PTULO,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800.0,1.0,1998.0,BRASIL,TPP,PARTICULAR,SWTH,SSJL,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,,2016-07-30,35.89442195,-5.355817352394269,,
28244,53372,PTULU,441,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800.0,1.0,1999.0,BRASIL,S00,MÚLTIPLA,SBCY,SBCY,MANOBRA,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,-15.651851449999999,-56.11979295012485,-15.651851449999999,-56.11979295012485
28333,60613,PTUQH,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800.0,1.0,2004.0,BRASIL,TPP,PARTICULAR,SWMO,SWMO,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,,,,
28434,52837,PTUVA,3992,AVIÃO,EMBRAER,EMB-202,PISTÃO,1.0,1800.0,1.0,2008.0,BRASIL,TPP,PARTICULAR,SSSB,SSSB,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,-28.65273785,-56.031004260587636,-28.65273785,-56.031004260587636
28536,53496,PTVAU,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155.0,6.0,1986.0,BRASIL,TPP,PARTICULAR,SBGO,SWJW,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-16.634240650000002,-49.2155620047253,31.3016935,120.5810725
28686,53625,PTVNC,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633.0,7.0,1991.0,BRASIL,TPP,PARTICULAR,SWGP,SWNV,DESCIDA,PRIVADA,DESTRUÍDA,3.0,2016-07-30,-16.826493149999997,-49.87943240915721,-16.626151200000002,-49.34685663335068
29029,53463,PTWHY,6014,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1905.0,1.0,1978.0,BRASIL,SAE-AG,AGRÍCOLA,SSRB,SDSE,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,53.9018351,27.5502685,-21.4720923,-50.6197424347786
29077,53257,PTWLE,3992,AVIÃO,MAULE AIRCRAFT,M-6-235,PISTÃO,1.0,1134.0,4.0,1990.0,BRASIL,TPP,PARTICULAR,SBPV,SBEG,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-8.70990265,-63.900493918125576,-3.03553825,-60.04575303314657
29104,51446,PTWMM,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449.0,6.0,1984.0,BRASIL,TPP,PARTICULAR,SWJW,SBGO,APROXIMAÇÃO FINAL,PRIVADA,LEVE,,2016-07-30,31.3016935,120.5810725,-16.634240650000002,-49.2155620047253
29158,52262,PTWPH,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PISTÃO,1.0,1542.0,7.0,1976.0,BRASIL,TPP,PARTICULAR,SNBS,SBTE,DECOLAGEM,PRIVADA,DESTRUÍDA,5.0,2016-07-30,48.89213795,2.259248620596826,-5.0598744,-42.823510202633514
29179,53559,PTWQH,3992,AVIÃO,CESSNA AIRCRAFT,650,JATO,2.0,10433.0,10.0,1998.0,BRASIL,TPP,PARTICULAR,SBBR,SBSP,SUBIDA,PRIVADA,DESTRUÍDA,4.0,2016-07-30,-15.87174755,-47.91172169662855,-23.6256872,-46.6612303
29220,53486,PTWSV,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,1997.0,BRASIL,TPP,PARTICULAR,SNJL,SBGO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,32.0327895,35.2646129,-16.634240650000002,-49.2155620047253
29271,52815,PTWVM,3992,AVIÃO,BEECH AIRCRAFT,A36,PISTÃO,1.0,1740.0,6.0,1991.0,BRASIL,TPP,PARTICULAR,SBSV,SBBH,CRUZEIRO,PRIVADA,DESTRUÍDA,3.0,2016-07-30,-12.91102045,-38.3349721784498,-19.8491253,-43.9645521
29364,51008,PTXBM,3992,AVIÃO,RAYTHEON AIRCRAFT,58,PISTÃO,2.0,2495.0,6.0,2000.0,BRASIL,TPP,PARTICULAR,SSUR,SDAI,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,46.4837153,30.7330723,-22.75553385,-47.26852447883577
29455,51022,PTYAR,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088.0,4.0,1995.0,BRASIL,TPP,PARTICULAR,SSIE,SBGR,POUSO,PRIVADA,,,2016-07-30,-20.607422800000002,-54.59711097081455,-23.43779495,-46.481320528800595
29498,53331,PTYDY,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451.0,5.0,1998.0,BRASIL,TPP,PARTICULAR,SNUB,SJLY,CRUZEIRO,PRIVADA,DESTRUÍDA,3.0,2016-07-30,-21.1202149,-42.88303685826115,-20.047222499999997,-43.96234872295648
29689,53272,PTZBC,3992,AVIÃO,JOAO BATISTA COUTINHO JUNIOR,RV-10,PISTÃO,1.0,1224.0,4.0,2010.0,BRASIL,PET,EXPERIMENTAL,SIVU,SIVU,CRUZEIRO,PRIVADA,NENHUM,,2016-07-30,-20.42315065,-40.33144361703479,-20.42315065,-40.33144361703479
29955,53341,PTZPD,3992,,,,,0.0,0.0,0.0,0.0,BRASIL,PET,EXPERIMENTAL,SSQC,SSQC,INDETERMINADA,PRIVADA,SUBSTANCIAL,1.0,2016-07-30,-23.6739953,-49.819495335358866,-23.6739953,-49.819495335358866
30060,53379,PTZYK,3992,AVIÃO,ALBERTO BENEDITO PAULO IRALAH,EXPLORER,PISTÃO,1.0,1200.0,4.0,2010.0,BRASIL,PET,EXPERIMENTAL,SDAM,SBRP,DESCIDA,PRIVADA,SUBSTANCIAL,,2016-07-30,-22.860043249999997,-47.10842181566554,-21.13330235,-47.77468310119474
