codigo_aeronave,codigo_ocorrencia,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,orig_latitude,orig_longitude,dest_latitude,dest_longitude
12065,44082,PTUJU,86,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800.0,1.0,1995.0,BRASIL,SAE-AG,AGRÍCOLA,SNSH,SBSN,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1.0,2016-07-30,32.4031303,120.5601322,-2.42713895,-54.80445559036728
12091,44838,PTLHH,4686,AVIÃO,MITSUBISHI,MU-2B-60,TURBOÉLICE,2.0,5250.0,10.0,1981.0,BRASIL,TPX,TÁXI AÉREO,SBSV,SBIL,POUSO,TÁXI AÉREO,LEVE,,2016-07-30,-12.91102045,-38.3349721784498,-14.81669225,-39.03309799706171
12226,44402,PTLHO,3992,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,2.0,3175.0,8.0,1980.0,BRASIL,TPP,PARTICULAR,SBMT,SBBU,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.50990145,-46.63844142922537,-22.3449869,-49.0537342
12265,44975,PTDRY,3992,AVIÃO,CESSNA AIRCRAFT,177RG,PISTÃO,1.0,1270.0,4.0,1971.0,BRASIL,TPP,PARTICULAR,SBGO,SWGI,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-16.634240650000002,-49.2155620047253,-11.73958225,-49.13624238771679
12265,51391,PTDRY,3992,AVIÃO,CESSNA AIRCRAFT,177RG,PISTÃO,1.0,1270.0,4.0,1971.0,BRASIL,TPP,PARTICULAR,SWIT,SBBI,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,49.0582357,20.1965291,-25.4048327,-49.231650952179585
12272,44463,PPFIJ,244,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,IPE-02B,SEM TRAÇÃO,0.0,565.0,2.0,1988.0,BRASIL,PRI,INSTRUÇÃO,SSTH,SSTH,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-7.839953850000001,-38.1076682,-7.839953850000001,-38.1076682
12324,44530,PRARY,193,AVIÃO,CESSNA AIRCRAFT,150M,PISTÃO,1.0,726.0,0.0,0.0,BRASIL,PRI,INSTRUÇÃO,SWLC,SWLC,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-17.834426,-50.9559705443272,-17.834426,-50.9559705443272
12325,44531,PRMFM,907,AVIÃO,AIR TRACTOR,AT-802A,TURBOÉLICE,1.0,7258.0,1.0,2006.0,BRASIL,SAE-AG,AGRÍCOLA,SDQG,SDQG,CIRCUITO DE TRÁFEGO,AGRÍCOLA,DESTRUÍDA,,2016-07-30,-21.8922386,-51.178037543690785,-21.8922386,-51.178037543690785
12326,44533,PTIXD,3992,AVIÃO,CESSNA AIRCRAFT,172M,PISTÃO,1.0,1043.0,4.0,1973.0,BRASIL,TPP,PARTICULAR,SNJN,SNNH,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.473317399999999,-44.38438081278936,,
12331,44538,PTOSG,3992,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,1.0,3969.0,11.0,1992.0,BRASIL,TPP,PARTICULAR,SJQK,SBBV,DECOLAGEM,PRIVADA,DESTRUÍDA,,2016-07-30,2.6971767,-60.8061269,2.8467389,-60.69088998008712
12341,44549,PTNDN,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,PISTÃO,1.0,1361.0,4.0,1976.0,BRASIL,TPP,PARTICULAR,SNVD,SDKE,CORRIDA APÓS POUSO,PRIVADA,LEVE,1.0,2016-07-30,-13.40480215,-44.22288702917564,55.71973,50.2055703
12358,44579,PPRTX,1047,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587.0,2.0,1946.0,BRASIL,PRI,INSTRUÇÃO,SNRU,SNRU,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-8.28194365,-36.013216713315096,-8.28194365,-36.013216713315096
12407,44645,PPGOR,292,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,3.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SDET,SDET,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.105061550000002,-47.723698752810506,-23.105061550000002,-47.723698752810506
12409,44647,PTBKW,1289,AVIÃO,CESSNA AIRCRAFT,150J,PISTÃO,1.0,726.0,2.0,1969.0,BRASIL,PRI,INSTRUÇÃO,SBSV,SBSV,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,LEVE,,2016-07-30,-12.91102045,-38.3349721784498,-12.91102045,-38.3349721784498
12413,53426,PRSTW,3992,AVIÃO,BEECH AIRCRAFT,C17L,PISTÃO,1.0,1430.0,4.0,1936.0,BRASIL,TPP,PARTICULAR,SDJA,SDAM,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-22.860043249999997,-47.10842181566554
12415,44660,PROMO,3992,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,TURBOEIXO,1.0,2250.0,6.0,2008.0,BRASIL,TPP,PARTICULAR,SBPS,SJFE,CRUZEIRO,PRIVADA,DESTRUÍDA,7.0,2016-07-30,-16.4389835,-39.08336724314525,-16.7057315,-39.109356500000004
12429,44700,PTUZB,477,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800.0,1.0,2010.0,BRASIL,SAE-AG,AGRÍCOLA,SDKB,SDKB,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,-25.43820325,-49.240644,-25.43820325,-49.240644
12452,44749,PTGAB,279,AVIÃO,XAVANTE,A-122-B,PISTÃO,1.0,840.0,2.0,1971.0,BRASIL,PRI,INSTRUÇÃO,SBSJ,SBSJ,POUSO,INSTRUÇÃO,DESTRUÍDA,2.0,2016-07-30,-23.2286857,-45.86031987273927,-23.2286857,-45.86031987273927
12454,53572,PTOST,6009,AVIÃO,CHINCUL SACAIFI,PA-25-235,PISTÃO,1.0,1315.0,1.0,1993.0,BRASIL,SAE-AG,AGRÍCOLA,SSYS,SSYS,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,-24.30537125,-47.50315561795521,-24.30537125,-47.50315561795521
12457,44759,PTWIG,624,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,7.0,1981.0,BRASIL,TPX,TÁXI AÉREO,SWFN,SBEG,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-3.0728082,-60.021215104009556,-3.03553825,-60.04575303314657
12490,44796,PRNOB,3833,AVIÃO,AIRCRAFT INDUSTRIES,L410UVP-E20,TURBOÉLICE,2.0,6600.0,21.0,2010.0,BRASIL,TPR,REGULAR,SBRF,SBNT,DECOLAGEM,REGULAR,DESTRUÍDA,16.0,2016-07-30,-8.1256775,-34.92271835508188,-5.9114,-35.2477
12499,45748,PTRTH,3992,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2.0,2155.0,6.0,1983.0,BRASIL,TPP,PARTICULAR,SBJP,SBFZ,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-7.148930699999999,-34.95030583440195,14.82032195,120.28210751866635
12506,44817,PPGRF,265,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1993.0,BRASIL,PIN,INSTRUÇÃO,SWRO,SWRO,APROXIMAÇÃO FINAL,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,47.8555692,12.132655472527091,47.8555692,12.132655472527091
12516,44837,PTNJC,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202.0,4.0,1976.0,BRASIL,TPP,PARTICULAR,SIOJ,SWKC,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-16.04361205,-57.62991783318188
12527,47333,PRRCE,401,HELICÓPTERO,ROBINSON HELICOPTER,R22,PISTÃO,1.0,621.0,2.0,2001.0,BRASIL,PRI,INSTRUÇÃO,SDIH,SBMT,PAIRADO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.56326205,-46.07158118765476,-23.50990145,-46.63844142922537
12530,44858,PRVTT,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449.0,6.0,1975.0,BRASIL,TPP,PARTICULAR,SNTY,SBBR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,32.8632367,51.5337438,-15.87174755,-47.91172169662855
12570,44986,PRSEK,4630,HELICÓPTERO,AGUSTA,AW139,TURBOEIXO,2.0,6400.0,14.0,2007.0,BRASIL,TPX,TÁXI AÉREO,9PSD,SBME,SUBIDA,TÁXI AÉREO,DESTRUÍDA,4.0,2016-07-30,,,-22.343171050000002,-41.76577364545359
12618,52811,PTHVX,2532,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,622.0,2.0,1991.0,BRASIL,PRI,INSTRUÇÃO,SBMT,SBMT,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.50990145,-46.63844142922537,-23.50990145,-46.63844142922537
12618,44993,PTHVX,308,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,622.0,2.0,1991.0,BRASIL,PRI,INSTRUÇÃO,SDRE,SDRE,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.007983250000002,-43.44695285,-23.007983250000002,-43.44695285
12646,45045,PTGCC,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,1999.0,BRASIL,TPP,PARTICULAR,SWJW,SWJW,CRUZEIRO,PRIVADA,DESTRUÍDA,1.0,2016-07-30,31.3016935,120.5810725,31.3016935,120.5810725
12647,45047,PTRBT,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PISTÃO,1.0,1542.0,6.0,1980.0,BRASIL,TPP,PARTICULAR,SBGO,SWFR,DECOLAGEM,PRIVADA,DESTRUÍDA,,2016-07-30,-16.634240650000002,-49.2155620047253,33.80145645,35.689833973495844
12650,45050,PTWCP,477,AVIÃO,PIPER AIRCRAFT,PA-25-260,PISTÃO,1.0,1315.0,1.0,1975.0,BRASIL,SAE-AG,AGRÍCOLA,SDKB,SDKB,OUTRA FASE,AGRÍCOLA,DESTRUÍDA,,2016-07-30,-25.43820325,-49.240644,-25.43820325,-49.240644
12651,45051,PTPFH,260,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,KW1,SEM TRAÇÃO,0.0,280.0,1.0,1981.0,BRASIL,PRI,INSTRUÇÃO,SDRK,SDRK,APROXIMAÇÃO FINAL,INSTRUÇÃO,DESTRUÍDA,1.0,2016-07-30,39.7159815,44.8817973,39.7159815,44.8817973
12653,45053,PPKST,3992,AVIÃO,HAWKER BEECHCRAFT,G58,PISTÃO,2.0,2495.0,6.0,2007.0,BRASIL,TPP,PARTICULAR,SBMG,SSDP,SUBIDA,PRIVADA,SUBSTANCIAL,3.0,2016-07-30,-23.4761138,-52.014684538049366,,
12655,45055,PTXVV,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,2001.0,BRASIL,TPP,PARTICULAR,SDIV,SDOR,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-20.7467907,-47.88944549244658
12665,45065,PRCEC,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134.0,4.0,2008.0,BRASIL,TPP,PARTICULAR,SBRJ,SBJR,CRUZEIRO,PRIVADA,DESTRUÍDA,2.0,2016-07-30,-22.91044995,-43.16419567816759,-22.98641695,-43.371449464398225
12675,45096,PRGAB,3992,AVIÃO,SOCATA,TBM700N,TURBOÉLICE,1.0,3354.0,6.0,2007.0,BRASIL,TPP,PARTICULAR,SBCY,SBFL,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.651851449999999,-56.11979295012485,-27.670113450000002,-48.54468648648172
12689,45151,PRRCH,2483,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250.0,6.0,2009.0,BRASIL,TPX,TÁXI AÉREO,SWCA,SWCA,TÁXI,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-4.87146245,-66.89752105783637,-4.87146245,-66.89752105783637
12692,45167,PRJLD,3992,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,1.0,1905.0,1.0,1976.0,BRASIL,SAE-AG,AGRÍCOLA,SJHG,SWPQ,DECOLAGEM,AGRÍCOLA,LEVE,,2016-07-30,-10.6334442,-51.565334934421685,,
12697,53343,PUTJF,3992,ULTRALEVE,TACILLO JACOB FROHLICH,D3,PISTÃO,1.0,579.0,2.0,2003.0,BRASIL,PET,EXPERIMENTAL,SSAK,SSAK,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-28.6591865,-53.61100281804245,-28.6591865,-53.61100281804245
12700,51007,PROPJ,3992,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,1.0,1950.0,6.0,1998.0,BRASIL,TPP,PARTICULAR,SDCO,SBMT,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.4777055,-47.49014641930361,-23.50990145,-46.63844142922537
12707,45553,PRGUL,2327,AVIÃO,BOEING COMPANY,737-8EH,JATO,2.0,70533.0,193.0,2011.0,BRASIL,TPR,REGULAR,SBSP,SBKP,DECOLAGEM,REGULAR,NENHUM,,2016-07-30,-23.6256872,-46.6612303,-23.00605625,-47.1418432690333
12720,45250,PRKLA,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134.0,4.0,2011.0,BRASIL,TPP,PARTICULAR,SSJS,SNDY,CRUZEIRO,PRIVADA,DESTRUÍDA,1.0,2016-07-30,,,36.5808327,37.5707715
12724,45267,PRVMG,3992,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1724.0,0.0,1984.0,BRASIL,TPP,PARTICULAR,SWPK,SIAI,SUBIDA,PRIVADA,DESTRUÍDA,4.0,2016-07-30,,,46.5347437,13.0468916
12726,45269,PRCVJ,3992,AVIÃO,CIRRUS DESIGN,SR20,PISTÃO,1.0,1315.0,4.0,2002.0,BRASIL,TPP,PARTICULAR,SBCN,SBUR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-17.7247899,-48.6081742294032,,
12727,45270,PTUOS,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800.0,1.0,2003.0,BRASIL,TPP,PARTICULAR,SWYQ,SWYQ,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,,2016-07-30,15.142236,43.307493,15.142236,43.307493
12730,45273,PPFAX,317,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,3.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SSBN,SSBN,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-30.189228200000002,-51.18373455857473,-30.189228200000002,-51.18373455857473
12732,45277,PTUCU,4927,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800.0,1.0,1987.0,BRASIL,SAE-AG,AGRÍCOLA,SSZG,SSZG,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,,,,
12733,45279,PRLJL,3992,AVIÃO,CIRRUS DESIGN,SR20,PISTÃO,1.0,1383.0,4.0,2008.0,BRASIL,TPP,PARTICULAR,SBBH,SNUH,CRUZEIRO,PRIVADA,DESTRUÍDA,2.0,2016-07-30,-19.8491253,-43.9645521,37.5790649,126.99872502886831
12736,45284,PRSER,633,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629.0,1.0,2006.0,BRASIL,SAE-AG,AGRÍCOLA,SJTO,SJTO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,,,,
12757,51414,PRTKB,4971,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,TURBOÉLICE,2.0,18600.0,50.0,2001.0,BRASIL,TPR,REGULAR,SBUY,SBEG,DECOLAGEM,REGULAR,SUBSTANCIAL,,2016-07-30,-4.884467450000001,-65.3564853947976,-3.03553825,-60.04575303314657
12770,45397,PTYLS,4476,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,TURBOEIXO,1.0,2250.0,6.0,1997.0,BRASIL,S00,MÚLTIPLA,SBRJ,SDAG,CRUZEIRO,NÃO REGULAR,SUBSTANCIAL,,2016-07-30,-22.91044995,-43.16419567816759,-22.9743871,-44.30468380526719
12771,45399,PTEOT,4770,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PISTÃO,1.0,1542.0,7.0,1977.0,BRASIL,TPX,TÁXI AÉREO,SBJC,SISO,CRUZEIRO,TÁXI AÉREO,NENHUM,,2016-07-30,-1.4158724999999999,-48.45973894946931,35.0043515,134.5495517
12774,45403,PTLCH,3992,AVIÃO,STINSON AIRCRAFT,108-2,PISTÃO,1.0,1089.0,4.0,1947.0,BRASIL,PUH,HISTÓRICA,SDIP,SDTB,TÁXI,,LEVE,,2016-07-30,52.1618264,22.2723579,-23.1283131,-46.5746844
12784,45417,PTVNO,5365,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155.0,6.0,1990.0,BRASIL,TPX,TÁXI AÉREO,SWTS,SBCY,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-14.66279795,-57.44358442390656,-15.651851449999999,-56.11979295012485
12788,45466,PTONX,3992,AVIÃO,CESSNA AIRCRAFT,310R,PISTÃO,2.0,2495.0,6.0,1979.0,BRASIL,TPP,PARTICULAR,SSCP,SDAM,POUSO,PRIVADA,LEVE,,2016-07-30,-23.153039800000002,-50.60303981295276,-22.860043249999997,-47.10842181566554
12792,45490,PRLAB,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,1996.0,BRASIL,TPP,PARTICULAR,SBJC,SNZU,SUBIDA,PRIVADA,DESTRUÍDA,3.0,2016-07-30,-1.4158724999999999,-48.45973894946931,-2.8559937,-48.2303227
12799,45528,PTOFD,3992,AVIÃO,BEECH AIRCRAFT,F90,TURBOÉLICE,2.0,4967.0,8.0,1981.0,BRASIL,TPP,PARTICULAR,SBSP,SBBE,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.6256872,-46.6612303,-1.3798578,-48.47964610194296
12804,45564,PTUUJ,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,PISTÃO,1.0,1800.0,1.0,2007.0,BRASIL,TPP,PARTICULAR,SSUA,SSUA,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,,,,
12807,45571,PTYAK,6068,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 BA,TURBOEIXO,1.0,2100.0,6.0,1995.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,SBBE,SBBE,OUTRA FASE,NÃO REGULAR,SUBSTANCIAL,,2016-07-30,-1.3798578,-48.47964610194296,-1.3798578,-48.47964610194296
12809,45573,PTPTB,1378,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,1.0,3969.0,11.0,1999.0,BRASIL,TPX,TÁXI AÉREO,SWFN,SBEG,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,1.0,2016-07-30,-3.0728082,-60.021215104009556,-3.03553825,-60.04575303314657
12811,45579,PTEZU,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,7.0,1979.0,BRASIL,TPP,PARTICULAR,SWTO,SNBS,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-10.1742001,-48.9328003,48.89213795,2.259248620596826
12813,45582,PTLNH,3992,AVIÃO,BEECH AIRCRAFT,F33A,PISTÃO,1.0,1542.0,5.0,1982.0,BRASIL,TPP,PARTICULAR,SDMX,SWRD,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,31.9373579,35.2008652
12816,45585,PTUZW,3992,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800.0,1.0,2011.0,BRASIL,TPP,PARTICULAR,SSOK,SSOK,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,1.0,2016-07-30,-23.2137058,-51.1818435,-23.2137058,-51.1818435
12818,52814,PTUME,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800.0,1.0,2000.0,BRASIL,TPP,PARTICULAR,SNGG,SNGG,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1.0,2016-07-30,34.1730075,65.7499203,34.1730075,65.7499203
12822,45597,PTKPG,1542,AVIÃO,BEECH AIRCRAFT,A56TC,PISTÃO,2.0,2717.0,6.0,1970.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,SBCG,SSIE,POUSO,POLICIAL,SUBSTANCIAL,,2016-07-30,-20.471576849999998,-54.68224625125994,-20.607422800000002,-54.59711097081455
12836,45618,PPHMF,158,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1REBOCADOR,PISTÃO,1.0,520.0,1.0,1962.0,BRASIL,PRI,INSTRUÇÃO,SSBL,SSBL,NAVEGAÇÃO A BAIXA ALTURA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-26.83023,-49.093869574799726,-26.83023,-49.093869574799726
12856,53545,PTDIQ,3992,AVIÃO,BEECH AIRCRAFT,B90,TURBOÉLICE,2.0,4377.0,6.0,1968.0,BRASIL,TPP,PARTICULAR,SJOG,SBPV,CORRIDA APÓS POUSO,PRIVADA,NENHUM,,2016-07-30,57.840516,16.4383413,-8.70990265,-63.900493918125576
12881,52639,PTEVN,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,6.0,1979.0,BRASIL,TPP,PARTICULAR,SSPQ,SSPX,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.4702349,-46.61940025131993,-23.46247045,-51.993892243228586
12881,50979,PTEVN,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,6.0,1979.0,BRASIL,TPP,PARTICULAR,SSPX,SSPQ,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.46247045,-51.993892243228586,-23.4702349,-46.61940025131993
12886,52993,PRBGA,1008,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,TURBOEIXO,2.0,11000.0,21.0,2010.0,BRASIL,TPX,TÁXI AÉREO,SBFS,SBFS,TÁXI,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-22.030527550000002,-41.068523549999995,-22.030527550000002,-41.068523549999995
12896,47354,PRLYD,3992,AVIÃO,CESSNA AIRCRAFT,T210L,PISTÃO,1.0,1724.0,6.0,1975.0,BRASIL,TPP,PARTICULAR,SBPJ,SWFR,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-10.2918921,-48.3591818921385,33.80145645,35.689833973495844
12896,45731,PRLYD,3992,AVIÃO,CESSNA AIRCRAFT,T210L,PISTÃO,1.0,1724.0,6.0,1975.0,BRASIL,TPP,PARTICULAR,SBPJ,SWFR,SUBIDA,PRIVADA,SUBSTANCIAL,,2016-07-30,-10.2918921,-48.3591818921385,33.80145645,35.689833973495844
12897,45732,PTGGE,917,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,PISTÃO,1.0,1800.0,1.0,1975.0,BRASIL,SAE-AG,AGRÍCOLA,SWIX,SWIX,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,1.0,2016-07-30,44.218757,-73.9229368,44.218757,-73.9229368
12916,45755,PRDIX,3287,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,2000.0,BRASIL,TPX,TÁXI AÉREO,SBRF,SNRU,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-8.1256775,-34.92271835508188,-8.28194365,-36.013216713315096
12919,45759,PRCRR,3992,AVIÃO,CESSNA AIRCRAFT,T206H,PISTÃO,1.0,1633.0,6.0,2008.0,BRASIL,TPP,PARTICULAR,SBMQ,SBSN,INDETERMINADA,PRIVADA,DESTRUÍDA,2.0,2016-07-30,0.0505785,-51.07059996039651,-2.42713895,-54.80445559036728
12956,45820,PTNUH,202,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,1.0,1157.0,4.0,1979.0,BRASIL,PRI,INSTRUÇÃO,SDCO,SDIM,DESCIDA,INSTRUÇÃO,DESTRUÍDA,2.0,2016-07-30,-23.4777055,-47.49014641930361,-24.16068285,-46.78931088580849
12964,45833,PRKNB,4224,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757.0,2.0,1977.0,BRASIL,PRI,INSTRUÇÃO,SDMC,SBCP,SUBIDA,INSTRUÇÃO,LEVE,,2016-07-30,3.0798936,101.5929408,-21.698799450000003,-41.303194297296535
12982,45856,PTWKY,3992,AVIÃO,BEECH AIRCRAFT,95-A55,PISTÃO,2.0,2213.0,6.0,1962.0,BRASIL,TPP,PARTICULAR,SBBV,SWFN,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,2.8467389,-60.69088998008712,-3.0728082,-60.021215104009556
13003,46858,PREJX,1821,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757.0,2.0,1979.0,BRASIL,PRI,INSTRUÇÃO,SBJD,SDPW,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.18119415,-46.942913735809945,-22.7117218,-47.61808337262139
13006,45900,PTKRF,283,AVIÃO,PIPER AIRCRAFT,PA-28R-200,PISTÃO,1.0,1200.0,4.0,1975.0,BRASIL,PRI,INSTRUÇÃO,SBMT,SBMT,NAVEGAÇÃO A BAIXA ALTURA,INSTRUÇÃO,DESTRUÍDA,1.0,2016-07-30,-23.50990145,-46.63844142922537,-23.50990145,-46.63844142922537
13021,45914,PROMV,3897,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,TURBOEIXO,2.0,11000.0,21.0,2012.0,BRASIL,TPX,TÁXI AÉREO,SBCB,SBME,TÁXI,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-22.923360950000003,-42.076586063102596,-22.343171050000002,-41.76577364545359
13030,45927,PTDMC,3992,AVIÃO,SOCATA,ST-10,PISTÃO,1.0,1220.0,4.0,1970.0,BRASIL,TPP,PARTICULAR,SDCO,SDTF,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.4777055,-47.49014641930361,-23.3324175,-47.87807249084408
13036,45933,PRHDD,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088.0,4.0,2001.0,BRASIL,TPP,PARTICULAR,SWKC,SWRD,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-16.04361205,-57.62991783318188,31.9373579,35.2008652
13039,45936,PTEKM,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,PISTÃO,1.0,1633.0,6.0,1977.0,BRASIL,TPP,PARTICULAR,SWSI,SIZX,DECOLAGEM,PRIVADA,LEVE,,2016-07-30,,,-11.29720505,-57.5491172636423
